iter	Logloss
407	0.3928668189
408	0.3928525358
409	0.3928297366
410	0.3927933656
411	0.392741693
412	0.3927320126
413	0.3926862298
414	0.3926587727
415	0.3926175349
416	0.3925794128
417	0.3925354308
418	0.3925019016
419	0.3924718653
420	0.392422315
421	0.3924179639
422	0.3923884465
423	0.3923589111
424	0.3923290203
425	0.3923044234
426	0.3922675812
427	0.3922623534
428	0.3922280829
429	0.392197887
430	0.3921648994
431	0.3921604442
432	0.3921192751
433	0.39209793
434	0.3920852875
435	0.3920503149
436	0.3920179287
437	0.3920156297
438	0.3919979206
439	0.3919814298
440	0.3919555758
441	0.3919276356
442	0.3919037931
443	0.3918955059
444	0.3918808651
445	0.3918519562
446	0.3918332125
447	0.3918131724
448	0.3917805611
449	0.3917508937
450	0.3917308999
451	0.3917041344
452	0.3917001807
453	0.3916831793
454	0.3916508291
455	0.3916241618
456	0.3915826165
457	0.3915531234
458	0.3915479735
459	0.3915361997
460	0.3914989619
461	0.3914837286
462	0.3914467026
463	0.391427931
464	0.3913803723
465	0.3913525502
466	0.3913205088
467	0.3912828344
468	0.3912393314
469	0.3912201742
470	0.3911766589
471	0.391159015
472	0.3911409403
473	0.39109434
474	0.391056751
475	0.3910544073
476	0.3910290804
477	0.3909966791
478	0.3909724393
479	0.3909288432
480	0.3908878616
481	0.3908704001
482	0.3908571347
483	0.3908263671
484	0.3908022387
485	0.3907607003
486	0.3907308412
487	0.3907078602
488	0.39067416
489	0.3906474182
490	0.3906200173
491	0.3905995889
492	0.3905721473
493	0.3905414677
494	0.3905156868
495	0.3904997488
496	0.3904453994
497	0.3904251363
498	0.3904229799
499	0.3903986339
500	0.3903840848
501	0.3903578612
502	0.3903142392
503	0.3902970573
504	0.3902711279
505	0.3902415339
506	0.3901978967
507	0.3901699523
508	0.3901674824
509	0.3901416248
510	0.3901395634
511	0.3900528488
512	0.3900499216
513	0.390048747
514	0.3900227162
515	0.3900024661
516	0.3899664449
517	0.3899377416
518	0.3898973471
519	0.3898614314
520	0.3898313395
521	0.3898283035
522	0.3897994112
523	0.3897656584
524	0.3897623349
525	0.3897618429
526	0.3897250353
527	0.3896976251
528	0.3896729236
529	0.3896426386
530	0.3896050152
531	0.3895725947
532	0.3895198011
533	0.3895187309
534	0.3894769862
535	0.3894642399
536	0.3894383286
537	0.3894114096
538	0.3893812392
539	0.3893365942
540	0.3893072392
541	0.3892816941
542	0.3892519131
543	0.389214453
544	0.3892040488
545	0.3891868367
546	0.389137136
547	0.3890981817
548	0.3890744502
549	0.3890488519
550	0.3890361542
551	0.3890140248
552	0.3889883949
553	0.3889853275
554	0.3889627223
555	0.388932553
556	0.3888956268
557	0.3888722462
558	0.3888547988
559	0.3888164769
560	0.3887822439
561	0.3887329784
562	0.388702276
563	0.3886769705
564	0.3885989492
565	0.3885530503
566	0.3885348868
567	0.3885133561
568	0.388499895
569	0.3884911586
570	0.3884799235
571	0.3884640321
572	0.388428527
573	0.38840382
574	0.3883576962
575	0.3883417778
576	0.3883326432
577	0.3882833812
578	0.3882790459
579	0.3882642232
580	0.3882270551
581	0.388204768
582	0.3881618656
583	0.3881532227
584	0.3881170845
585	0.3881012801
586	0.3880704711
587	0.3880567093
588	0.3880226944
589	0.3879915659
590	0.3879723414
591	0.3879419152
592	0.3879312599
593	0.3878850732
594	0.3878631393
595	0.387836077
596	0.387806383
597	0.3877734029
598	0.3877699126
599	0.3877659408
600	0.3877368917
601	0.3877116248
602	0.3877090765
603	0.3876929707
604	0.3876564031
605	0.3876313136
606	0.3875994393
607	0.3875615966
608	0.3875149692
609	0.3874770406
610	0.3874747298
611	0.3874381047
612	0.3874143099
613	0.3874031108
614	0.3873783903
615	0.3873570984
616	0.3873454211
617	0.3873233812
618	0.3873207261
619	0.3872880642
620	0.3872533345
621	0.3872344815
622	0.3872076461
623	0.3872068273
624	0.3871571526
625	0.3871209075
626	0.3870908547
627	0.3870891805
628	0.3870750849
629	0.3870724397
630	0.3870406926
631	0.3870361681
632	0.3870148801
633	0.3869817796
634	0.3869590681
635	0.3869268733
636	0.3869163974
637	0.3869133207
638	0.3868775312
639	0.3868752003
640	0.3868338995
641	0.3868135203
642	0.3867874289
643	0.3867571192
644	0.3867260274
645	0.3867125642
646	0.3866969636
647	0.3866739647
648	0.3866465105
649	0.3865959393
650	0.3865737707
651	0.3865449897
652	0.3865190024
653	0.386488719
654	0.3864604574
655	0.3864178989
656	0.3863889178
657	0.3863634191
658	0.3863248708
659	0.3863146481
660	0.386289627
661	0.386266145
662	0.3862527892
663	0.3862279394
664	0.3861949458
665	0.3861939787
666	0.3861666522
667	0.3861552905
668	0.3861292481
669	0.386096312
670	0.3860795043
671	0.3860435663
672	0.3860223693
673	0.3860114173
674	0.3859840232
675	0.385959272
676	0.3859285632
677	0.3858987982
678	0.3858716168
679	0.3858437774
680	0.3858151767
681	0.3858096511
682	0.385777109
683	0.3857603605
684	0.3857523393
685	0.3857411206
686	0.3857014954
687	0.3856899365
688	0.3856619021
689	0.3856258571
690	0.3855994493
691	0.3855781181
692	0.3855671651
693	0.3855476835
694	0.3855168582
695	0.3854511579
696	0.3854243688
697	0.3853809263
698	0.3853373678
699	0.3853254208
700	0.3853240294
701	0.3852978954
702	0.3852438798
703	0.3852164045
704	0.3852103301
705	0.3851852907
706	0.3851573683
707	0.3851150685
708	0.3850998312
709	0.3850803264
710	0.3850411938
711	0.3850227188
712	0.3850018521
713	0.3849931313
714	0.3849742672
715	0.3849515866
716	0.3849185805
717	0.3848902385
718	0.3848507012
719	0.3848185597
720	0.3847996022
721	0.384763053
722	0.3847518713
723	0.384719481
724	0.3846913708
725	0.3846781997
726	0.3846694809
727	0.3846417387
728	0.3846302933
729	0.3846202792
730	0.3845841952
731	0.3845620077
732	0.3845388766
733	0.3845056476
734	0.3844889435
735	0.3844858036
736	0.384455557
737	0.3844516393
738	0.3844377585
739	0.3844145389
740	0.3843878887
741	0.3843513864
742	0.3843337159
743	0.3843162514
744	0.3842818609
745	0.3842453157
746	0.3842061895
747	0.3841908619
748	0.3841729501
749	0.3841637707
750	0.384162936
751	0.3841464316
752	0.3841124166
753	0.3840874594
754	0.3840521905
755	0.3840512187
756	0.38403527
757	0.3840184136
758	0.3839887124
759	0.3839668327
760	0.3839564859
761	0.3839386646
762	0.3839292856
763	0.3838957111
764	0.383863666
765	0.3838197931
766	0.3838024276
767	0.3837785896
768	0.3837397203
769	0.3837114216
770	0.3836882982
771	0.3836623314
772	0.3836278994
773	0.383612994
774	0.3836106123
775	0.3836080552
776	0.3835891357
777	0.3835627356
778	0.3835469022
779	0.3835296049
780	0.3834874246
781	0.3834585221
782	0.3834321149
783	0.3834007117
784	0.3833832054
785	0.3833667772
786	0.383350864
787	0.3833398718
788	0.3833129244
789	0.3832931389
790	0.3832666066
791	0.383212546
792	0.3831868813
793	0.383168994
794	0.3831499552
795	0.3831467513
796	0.3831297485
797	0.3831037232
798	0.383088515
799	0.3830571303
800	0.383027349
801	0.3830248066
802	0.3830145389
803	0.3830069865
804	0.382980732
805	0.3829682132
806	0.3829418041
807	0.3829136839
808	0.3828930943
809	0.3828660847
810	0.3828425804
811	0.3828247743
812	0.3828006548
813	0.3827786269
814	0.3827596913
815	0.3827350567
816	0.3827073948
817	0.3826954643
818	0.3826860323
819	0.3826626429
820	0.3826262612
821	0.3825837086
822	0.3825831078
823	0.3825603293
824	0.3825302659
825	0.3825135244
826	0.3824965716
827	0.3824753392
828	0.3824627674
829	0.382447665
830	0.3824324348
831	0.382431556
832	0.3824130063
833	0.3824103356
834	0.3823985481
835	0.3823727403
836	0.3823462524
837	0.3823133259
838	0.3822754829
839	0.3822631311
840	0.3822618498
841	0.3822590163
842	0.3822378587
843	0.382201368
844	0.3821745811
845	0.3821717353
846	0.3821567508
847	0.3821280914
848	0.3820919579
849	0.3820673654
850	0.3820487208
851	0.3820345771
852	0.3819995159
853	0.3819980669
854	0.3819738228
855	0.3819544321
856	0.3819434141
857	0.3819177568
858	0.3818959537
859	0.381879512
860	0.3818587886
861	0.3818433907
862	0.3818059798
863	0.3817651867
864	0.3817556321
865	0.3817350553
866	0.3817329604
867	0.3817263301
868	0.3817221195
869	0.3817132749
870	0.3816992976
871	0.3816841607
872	0.3816760904
873	0.3816560719
874	0.3816383388
875	0.3816360926
876	0.3816304972
877	0.3816095125
878	0.3815890038
879	0.3815654458
880	0.3815258044
881	0.3815247679
882	0.381511359
883	0.381488848
884	0.3814568644
885	0.3814400203
886	0.3814074479
887	0.3813879984
888	0.3813733794
889	0.3813702818
890	0.3813499485
891	0.3813443097
892	0.381327621
893	0.3813181609
894	0.3813056575
895	0.381304973
896	0.3812753078
897	0.3812450084
898	0.3812348808
899	0.3812328194
900	0.3812111334
901	0.3811884795
902	0.3811672643
903	0.3811376912
904	0.3811366444
905	0.3810914663
906	0.3810720013
907	0.3810382617
908	0.3810365662
909	0.3809990849
910	0.3809841286
911	0.3809663874
912	0.3809609424
913	0.3809195235
914	0.3808962146
915	0.3808746341
916	0.3808554842
917	0.3808385204
918	0.3808111909
919	0.3808081301
920	0.3808059996
921	0.3807623624
922	0.3807496984
923	0.3807293986
924	0.3807129433
925	0.380683581
926	0.380638449
927	0.3806275421
928	0.3806070572
929	0.3805873538
930	0.3805607077
931	0.3805568834
932	0.3805209131
933	0.3805032425
934	0.3804793695
935	0.3804604023
936	0.3804421814
937	0.3804221883
938	0.3804177999
939	0.3804122172
940	0.3803873753
941	0.380375913
942	0.3803596661
943	0.3803415805
944	0.3803290574
945	0.3803204475
946	0.3803085163
947	0.3802818162
948	0.3802673915
949	0.3802588941
950	0.3802575933
951	0.3802561252
952	0.3802286892
953	0.3801988342
954	0.3801659785
955	0.3801559633
956	0.3801529443
957	0.3801313202
958	0.3801078757
959	0.3800883905
960	0.3800879272
961	0.3800865782
962	0.3800751312
963	0.3800740909
964	0.3800605557
965	0.3800509245
966	0.3800322055
967	0.3800098363
968	0.3799740665
969	0.3799603393
970	0.3799262158
971	0.3798966182
972	0.3798941488
973	0.3798534126
974	0.3798226615
975	0.3797991946
976	0.3797706766
977	0.3797374366
978	0.3797137519
979	0.3796965835
980	0.3796759663
981	0.3796733739
982	0.3796484886
983	0.3796425205
984	0.3796210373
985	0.3795776168
986	0.3795545416
987	0.3795464026
988	0.3795453559
989	0.3795288151
990	0.3795187573
991	0.3794810631
992	0.3794540829
993	0.3794533658
994	0.3794437954
995	0.3794321366
996	0.3794310242
997	0.3794003954
998	0.379389168
999	0.3793633298
